Posição,Idade,Overall,Valor (€),Valor (R$)
SAT,30,71,8468880.0,50813280
SAT,31,71,8468880.0,50813280
SAT,32,71,8468880.0,50813280
PTE,29,71,8468880.0,50813280
PTE,30,71,8468880.0,50813280
PTE,31,71,8468880.0,50813280
PTE,32,71,8468880.0,50813280
PTD,29,71,8468880.0,50813280
PTD,30,71,8468880.0,50813280
PTD,31,71,8468880.0,50813280
PTD,32,71,8468880.0,50813280
GO,29,84,8467200.0,50803200
GO,30,84,8467200.0,50803200
GO,31,84,8467200.0,50803200
GO,32,84,8467200.0,50803200
ZC,29,84,8467200.0,50803200
ZC,30,84,8467200.0,50803200
ZC,31,84,8467200.0,50803200
ZC,32,84,8467200.0,50803200
LD,29,84,8467200.0,50803200
LD,30,84,8467200.0,50803200
LD,31,84,8467200.0,50803200
LD,32,84,8467200.0,50803200
LE,29,84,8467200.0,50803200
LE,30,84,8467200.0,50803200
LE,31,84,8467200.0,50803200
LE,32,84,8467200.0,50803200
CA,22,63,8334900.0,50009400
CA,23,63,8334900.0,50009400
CA,24,63,8334900.0,50009400
CA,25,63,8334900.0,50009400
CA,26,63,8334900.0,50009400
CA,27,63,8334900.0,50009400
CA,28,63,8334900.0,50009400
SAT,22,63,8334900.0,50009400
SAT,23,63,8334900.0,50009400
SAT,24,63,8334900.0,50009400
SAT,25,63,8334900.0,50009400
SAT,26,63,8334900.0,50009400
SAT,27,63,8334900.0,50009400
SAT,28,63,8334900.0,50009400
PTE,22,63,8334900.0,50009400
PTE,23,63,8334900.0,50009400
PTE,24,63,8334900.0,50009400
PTE,25,63,8334900.0,50009400
PTE,26,63,8334900.0,50009400
PTE,27,63,8334900.0,50009400
PTE,28,63,8334900.0,50009400
PTD,22,63,8334900.0,50009400
PTD,23,63,8334900.0,50009400
PTD,24,63,8334900.0,50009400
PTD,25,63,8334900.0,50009400
PTD,26,63,8334900.0,50009400
PTD,27,63,8334900.0,50009400
PTD,28,63,8334900.0,50009400
VOL,33,87,8325900.0,49955400
VOL,34,87,8325900.0,49955400
MLG,33,87,8325900.0,49955400
MLG,34,87,8325900.0,49955400
MLD,33,87,8325900.0,49955400
MLD,34,87,8325900.0,49955400
MLE,33,87,8325900.0,49955400
MLE,34,87,8325900.0,49955400
MAT,33,87,8325900.0,49955400
MAT,34,87,8325900.0,49955400
VOL,15,60,8316000.0,49896000
VOL,16,60,8316000.0,49896000
VOL,17,60,8316000.0,49896000
VOL,18,60,8316000.0,49896000
VOL,19,60,8316000.0,49896000
VOL,20,60,8316000.0,49896000
VOL,21,60,8316000.0,49896000
MLG,15,60,8316000.0,49896000
MLG,16,60,8316000.0,49896000
MLG,17,60,8316000.0,49896000
MLG,18,60,8316000.0,49896000
MLG,19,60,8316000.0,49896000
MLG,20,60,8316000.0,49896000
MLG,21,60,8316000.0,49896000
MLD,15,60,8316000.0,49896000
MLD,16,60,8316000.0,49896000
MLD,17,60,8316000.0,49896000
MLD,18,60,8316000.0,49896000
MLD,19,60,8316000.0,49896000
MLD,20,60,8316000.0,49896000
MLD,21,60,8316000.0,49896000
MLE,15,60,8316000.0,49896000
MLE,16,60,8316000.0,49896000
MLE,17,60,8316000.0,49896000
MLE,18,60,8316000.0,49896000
MLE,19,60,8316000.0,49896000
MLE,20,60,8316000.0,49896000
MLE,21,60,8316000.0,49896000
MAT,15,60,8316000.0,49896000
MAT,16,60,8316000.0,49896000
MAT,17,60,8316000.0,49896000
MAT,18,60,8316000.0,49896000
MAT,19,60,8316000.0,49896000
MAT,20,60,8316000.0,49896000
MAT,21,60,8316000.0,49896000
CA,33,77,8300600.0,49803600
CA,34,77,8300600.0,49803600
SAT,33,77,8300600.0,49803600
SAT,34,77,8300600.0,49803600
PTE,33,77,8300600.0,49803600
PTE,34,77,8300600.0,49803600
PTD,33,77,8300600.0,49803600
PTD,34,77,8300600.0,49803600
GO,29,83,8266800.0,49600800
GO,30,83,8266800.0,49600800
GO,31,83,8266800.0,49600800
GO,32,83,8266800.0,49600800
ZC,29,83,8266800.0,49600800
ZC,30,83,8266800.0,49600800
ZC,31,83,8266800.0,49600800
ZC,32,83,8266800.0,49600800
LD,29,83,8266800.0,49600800
LD,30,83,8266800.0,49600800
LD,31,83,8266800.0,49600800
LD,32,83,8266800.0,49600800
LE,29,83,8266800.0,49600800
LE,30,83,8266800.0,49600800
LE,31,83,8266800.0,49600800
LE,32,83,8266800.0,49600800
CA,29,70,8232000.0,49392000
CA,30,70,8232000.0,49392000
CA,31,70,8232000.0,49392000
CA,32,70,8232000.0,49392000
SAT,29,70,8232000.0,49392000
SAT,30,70,8232000.0,49392000
SAT,31,70,8232000.0,49392000
SAT,32,70,8232000.0,49392000
PTE,29,70,8232000.0,49392000
PTE,30,70,8232000.0,49392000
PTE,31,70,8232000.0,49392000
PTE,32,70,8232000.0,49392000
PTD,29,70,8232000.0,49392000
PTD,30,70,8232000.0,49392000
PTD,31,70,8232000.0,49392000
PTD,32,70,8232000.0,49392000
VOL,33,86,8135600.0,48813600
VOL,34,86,8135600.0,48813600
MLG,33,86,8135600.0,48813600
MLG,34,86,8135600.0,48813600
MLD,33,86,8135600.0,48813600
MLD,34,86,8135600.0,48813600
MLE,33,86,8135600.0,48813600
MLE,34,86,8135600.0,48813600
MAT,33,86,8135600.0,48813600
MAT,34,86,8135600.0,48813600
CA,33,76,8086400.0,48518400
CA,34,76,8086400.0,48518400
SAT,33,76,8086400.0,48518400
SAT,34,76,8086400.0,48518400
PTE,33,76,8086400.0,48518400
PTE,34,76,8086400.0,48518400
PTD,33,76,8086400.0,48518400
PTD,34,76,8086400.0,48518400
CA,22,62,8072400.0,48434400
CA,23,62,8072400.0,48434400
CA,24,62,8072400.0,48434400
CA,25,62,8072400.0,48434400
CA,26,62,8072400.0,48434400
CA,27,62,8072400.0,48434400
CA,28,62,8072400.0,48434400
SAT,22,62,8072400.0,48434400
SAT,23,62,8072400.0,48434400
SAT,24,62,8072400.0,48434400
SAT,25,62,8072400.0,48434400
SAT,26,62,8072400.0,48434400
SAT,27,62,8072400.0,48434400
SAT,28,62,8072400.0,48434400
PTE,22,62,8072400.0,48434400
PTE,23,62,8072400.0,48434400
PTE,24,62,8072400.0,48434400
PTE,25,62,8072400.0,48434400
PTE,26,62,8072400.0,48434400
PTE,27,62,8072400.0,48434400
PTE,28,62,8072400.0,48434400
PTD,22,62,8072400.0,48434400
PTD,23,62,8072400.0,48434400
PTD,24,62,8072400.0,48434400
PTD,25,62,8072400.0,48434400
PTD,26,62,8072400.0,48434400
PTD,27,62,8072400.0,48434400
PTD,28,62,8072400.0,48434400
GO,29,82,8068800.0,48412800
GO,30,82,8068800.0,48412800
GO,31,82,8068800.0,48412800
GO,32,82,8068800.0,48412800
ZC,29,82,8068800.0,48412800
ZC,30,82,8068800.0,48412800
ZC,31,82,8068800.0,48412800
ZC,32,82,8068800.0,48412800
LD,29,82,8068800.0,48412800
LD,30,82,8068800.0,48412800
LD,31,82,8068800.0,48412800
LD,32,82,8068800.0,48412800
LE,29,82,8068800.0,48412800
LE,30,82,8068800.0,48412800
LE,31,82,8068800.0,48412800
LE,32,82,8068800.0,48412800
VOL,33,85,7947500.0,47685000
VOL,34,85,7947500.0,47685000
MLG,33,85,7947500.0,47685000
MLG,34,85,7947500.0,47685000
MLD,33,85,7947500.0,47685000
MLD,34,85,7947500.0,47685000
MLE,33,85,7947500.0,47685000
MLE,34,85,7947500.0,47685000
MAT,33,85,7947500.0,47685000
MAT,34,85,7947500.0,47685000
CA,33,75,7875000.0,47250000
CA,34,75,7875000.0,47250000
SAT,33,75,7875000.0,47250000
SAT,34,75,7875000.0,47250000
PTE,33,75,7875000.0,47250000
PTE,34,75,7875000.0,47250000
PTD,33,75,7875000.0,47250000
PTD,34,75,7875000.0,47250000
GO,29,81,7873200.0,47239200
GO,30,81,7873200.0,47239200
GO,31,81,7873200.0,47239200
GO,32,81,7873200.0,47239200
ZC,29,81,7873200.0,47239200
ZC,30,81,7873200.0,47239200
ZC,31,81,7873200.0,47239200
ZC,32,81,7873200.0,47239200
LD,29,81,7873200.0,47239200
LD,30,81,7873200.0,47239200
LD,31,81,7873200.0,47239200
LD,32,81,7873200.0,47239200
LE,29,81,7873200.0,47239200
LE,30,81,7873200.0,47239200
LE,31,81,7873200.0,47239200
LE,32,81,7873200.0,47239200
VOL,22,69,7855650.0,47133900
VOL,23,69,7855650.0,47133900
VOL,24,69,7855650.0,47133900
VOL,25,69,7855650.0,47133900
VOL,26,69,7855650.0,47133900
VOL,27,69,7855650.0,47133900
VOL,28,69,7855650.0,47133900
MLG,22,69,7855650.0,47133900
MLG,23,69,7855650.0,47133900
MLG,24,69,7855650.0,47133900
MLG,25,69,7855650.0,47133900
MLG,26,69,7855650.0,47133900
MLG,27,69,7855650.0,47133900
MLG,28,69,7855650.0,47133900
MLD,22,69,7855650.0,47133900
MLD,23,69,7855650.0,47133900
MLD,24,69,7855650.0,47133900
MLD,25,69,7855650.0,47133900
MLD,26,69,7855650.0,47133900
MLD,27,69,7855650.0,47133900
MLD,28,69,7855650.0,47133900
MLE,22,69,7855650.0,47133900
MLE,23,69,7855650.0,47133900
MLE,24,69,7855650.0,47133900
MLE,25,69,7855650.0,47133900
MLE,26,69,7855650.0,47133900
MLE,27,69,7855650.0,47133900
MLE,28,69,7855650.0,47133900
MAT,22,69,7855650.0,47133900
MAT,23,69,7855650.0,47133900
MAT,24,69,7855650.0,47133900
MAT,25,69,7855650.0,47133900
MAT,26,69,7855650.0,47133900
MAT,27,69,7855650.0,47133900
MAT,28,69,7855650.0,47133900
CA,22,61,7814100.0,46884600
CA,23,61,7814100.0,46884600
CA,24,61,7814100.0,46884600
CA,25,61,7814100.0,46884600
CA,26,61,7814100.0,46884600
CA,27,61,7814100.0,46884600
CA,28,61,7814100.0,46884600
SAT,22,61,7814100.0,46884600
SAT,23,61,7814100.0,46884600
SAT,24,61,7814100.0,46884600
SAT,25,61,7814100.0,46884600
SAT,26,61,7814100.0,46884600
SAT,27,61,7814100.0,46884600
SAT,28,61,7814100.0,46884600
PTE,22,61,7814100.0,46884600
PTE,23,61,7814100.0,46884600
PTE,24,61,7814100.0,46884600
PTE,25,61,7814100.0,46884600
PTE,26,61,7814100.0,46884600
PTE,27,61,7814100.0,46884600
PTE,28,61,7814100.0,46884600
PTD,22,61,7814100.0,46884600
PTD,23,61,7814100.0,46884600
PTD,24,61,7814100.0,46884600
PTD,25,61,7814100.0,46884600
PTD,26,61,7814100.0,46884600
PTD,27,61,7814100.0,46884600
PTD,28,61,7814100.0,46884600
VOL,33,84,7761600.0,46569600
VOL,34,84,7761600.0,46569600
MLG,33,84,7761600.0,46569600
MLG,34,84,7761600.0,46569600
MLD,33,84,7761600.0,46569600
MLD,34,84,7761600.0,46569600
MLE,33,84,7761600.0,46569600
MLE,34,84,7761600.0,46569600
MAT,33,84,7761600.0,46569600
MAT,34,84,7761600.0,46569600
GO,29,80,7680000.0,46080000
GO,30,80,7680000.0,46080000
GO,31,80,7680000.0,46080000
GO,32,80,7680000.0,46080000
ZC,29,80,7680000.0,46080000
ZC,30,80,7680000.0,46080000
ZC,31,80,7680000.0,46080000
ZC,32,80,7680000.0,46080000
LD,29,80,7680000.0,46080000
LD,30,80,7680000.0,46080000
LD,31,80,7680000.0,46080000
LD,32,80,7680000.0,46080000
LE,29,80,7680000.0,46080000
LE,30,80,7680000.0,46080000
LE,31,80,7680000.0,46080000
LE,32,80,7680000.0,46080000
VOL,22,68,7629600.0,45777600
VOL,23,68,7629600.0,45777600
VOL,24,68,7629600.0,45777600
VOL,25,68,7629600.0,45777600
VOL,26,68,7629600.0,45777600
VOL,27,68,7629600.0,45777600
VOL,28,68,7629600.0,45777600
MLG,22,68,7629600.0,45777600
MLG,23,68,7629600.0,45777600
MLG,24,68,7629600.0,45777600
MLG,25,68,7629600.0,45777600
MLG,26,68,7629600.0,45777600
MLG,27,68,7629600.0,45777600
MLG,28,68,7629600.0,45777600
MLD,22,68,7629600.0,45777600
MLD,23,68,7629600.0,45777600
MLD,24,68,7629600.0,45777600
MLD,25,68,7629600.0,45777600
MLD,26,68,7629600.0,45777600
MLD,27,68,7629600.0,45777600
MLD,28,68,7629600.0,45777600
MLE,22,68,7629600.0,45777600
MLE,23,68,7629600.0,45777600
MLE,24,68,7629600.0,45777600
MLE,25,68,7629600.0,45777600
MLE,26,68,7629600.0,45777600
MLE,27,68,7629600.0,45777600
MLE,28,68,7629600.0,45777600
MAT,22,68,7629600.0,45777600
MAT,23,68,7629600.0,45777600
MAT,24,68,7629600.0,45777600
MAT,25,68,7629600.0,45777600
MAT,26,68,7629600.0,45777600
MAT,27,68,7629600.0,45777600
MAT,28,68,7629600.0,45777600
VOL,33,83,7577900.0,45467400
VOL,34,83,7577900.0,45467400
MLG,33,83,7577900.0,45467400
MLG,34,83,7577900.0,45467400
MLD,33,83,7577900.0,45467400
MLD,34,83,7577900.0,45467400
MLE,33,83,7577900.0,45467400
MLE,34,83,7577900.0,45467400
MAT,33,83,7577900.0,45467400
MAT,34,83,7577900.0,45467400
CA,22,60,7560000.0,45360000
CA,23,60,7560000.0,45360000
CA,24,60,7560000.0,45360000
CA,25,60,7560000.0,45360000
CA,26,60,7560000.0,45360000
CA,27,60,7560000.0,45360000
CA,28,60,7560000.0,45360000
SAT,22,60,7560000.0,45360000
SAT,23,60,7560000.0,45360000
SAT,24,60,7560000.0,45360000
SAT,25,60,7560000.0,45360000
SAT,26,60,7560000.0,45360000
SAT,27,60,7560000.0,45360000
SAT,28,60,7560000.0,45360000
PTE,22,60,7560000.0,45360000
PTE,23,60,7560000.0,45360000
PTE,24,60,7560000.0,45360000
PTE,25,60,7560000.0,45360000
PTE,26,60,7560000.0,45360000
PTE,27,60,7560000.0,45360000
PTE,28,60,7560000.0,45360000
PTD,22,60,7560000.0,45360000
PTD,23,60,7560000.0,45360000
PTD,24,60,7560000.0,45360000
PTD,25,60,7560000.0,45360000
PTD,26,60,7560000.0,45360000
PTD,27,60,7560000.0,45360000
PTD,28,60,7560000.0,45360000
GO,29,79,7489200.0,44935200
GO,30,79,7489200.0,44935200
GO,31,79,7489200.0,44935200
GO,32,79,7489200.0,44935200
ZC,29,79,7489200.0,44935200
ZC,30,79,7489200.0,44935200
ZC,31,79,7489200.0,44935200
ZC,32,79,7489200.0,44935200
LD,29,79,7489200.0,44935200
LD,30,79,7489200.0,44935200
LD,31,79,7489200.0,44935200
LD,32,79,7489200.0,44935200
LE,29,79,7489200.0,44935200
LE,30,79,7489200.0,44935200
LE,31,79,7489200.0,44935200
LE,32,79,7489200.0,44935200
VOL,22,67,7406850.0,44441100
VOL,23,67,7406850.0,44441100
VOL,24,67,7406850.0,44441100
VOL,25,67,7406850.0,44441100
VOL,26,67,7406850.0,44441100
VOL,27,67,7406850.0,44441100
VOL,28,67,7406850.0,44441100
MLG,22,67,7406850.0,44441100
MLG,23,67,7406850.0,44441100
MLG,24,67,7406850.0,44441100
MLG,25,67,7406850.0,44441100
MLG,26,67,7406850.0,44441100
MLG,27,67,7406850.0,44441100
MLG,28,67,7406850.0,44441100
MLD,22,67,7406850.0,44441100
MLD,23,67,7406850.0,44441100
MLD,24,67,7406850.0,44441100
MLD,25,67,7406850.0,44441100
MLD,26,67,7406850.0,44441100
MLD,27,67,7406850.0,44441100
MLD,28,67,7406850.0,44441100
MLE,22,67,7406850.0,44441100
MLE,23,67,7406850.0,44441100
MLE,24,67,7406850.0,44441100
MLE,25,67,7406850.0,44441100
MLE,26,67,7406850.0,44441100
MLE,27,67,7406850.0,44441100
MLE,28,67,7406850.0,44441100
MAT,22,67,7406850.0,44441100
MAT,23,67,7406850.0,44441100
MAT,24,67,7406850.0,44441100
MAT,25,67,7406850.0,44441100
MAT,26,67,7406850.0,44441100
MAT,27,67,7406850.0,44441100
MAT,28,67,7406850.0,44441100
VOL,33,82,7396400.0,44378400
VOL,34,82,7396400.0,44378400
MLG,33,82,7396400.0,44378400
MLG,34,82,7396400.0,44378400
MLD,33,82,7396400.0,44378400
MLD,34,82,7396400.0,44378400
MLE,33,82,7396400.0,44378400
MLE,34,82,7396400.0,44378400
MAT,33,82,7396400.0,44378400
MAT,34,82,7396400.0,44378400
GO,29,78,7300800.0,43804800
GO,30,78,7300800.0,43804800
GO,31,78,7300800.0,43804800
GO,32,78,7300800.0,43804800
ZC,29,78,7300800.0,43804800
ZC,30,78,7300800.0,43804800
ZC,31,78,7300800.0,43804800
ZC,32,78,7300800.0,43804800
LD,29,78,7300800.0,43804800
LD,30,78,7300800.0,43804800
LD,31,78,7300800.0,43804800
LD,32,78,7300800.0,43804800
LE,29,78,7300800.0,43804800
LE,30,78,7300800.0,43804800
LE,31,78,7300800.0,43804800
LE,32,78,7300800.0,43804800
VOL,29,74,7228320.0,43369920
VOL,30,74,7228320.0,43369920
VOL,31,74,7228320.0,43369920
VOL,32,74,7228320.0,43369920
MLG,29,74,7228320.0,43369920
MLG,30,74,7228320.0,43369920
MLG,31,74,7228320.0,43369920
MLG,32,74,7228320.0,43369920
MLD,29,74,7228320.0,43369920
MLD,30,74,7228320.0,43369920
MLD,31,74,7228320.0,43369920
MLD,32,74,7228320.0,43369920
MLE,29,74,7228320.0,43369920
MLE,30,74,7228320.0,43369920
MLE,31,74,7228320.0,43369920
MLE,32,74,7228320.0,43369920
MAT,29,74,7228320.0,43369920
MAT,30,74,7228320.0,43369920
MAT,31,74,7228320.0,43369920
MAT,32,74,7228320.0,43369920
VOL,33,81,7217100.0,43302600
VOL,34,81,7217100.0,43302600
MLG,33,81,7217100.0,43302600
MLG,34,81,7217100.0,43302600
MLD,33,81,7217100.0,43302600
MLD,34,81,7217100.0,43302600
MLE,33,81,7217100.0,43302600
MLE,34,81,7217100.0,43302600
MAT,33,81,7217100.0,43302600
MAT,34,81,7217100.0,43302600
VOL,22,66,7187400.0,43124400
VOL,23,66,7187400.0,43124400
VOL,24,66,7187400.0,43124400
VOL,25,66,7187400.0,43124400
VOL,26,66,7187400.0,43124400
VOL,27,66,7187400.0,43124400
VOL,28,66,7187400.0,43124400
MLG,22,66,7187400.0,43124400
MLG,23,66,7187400.0,43124400
MLG,24,66,7187400.0,43124400
MLG,25,66,7187400.0,43124400
MLG,26,66,7187400.0,43124400
MLG,27,66,7187400.0,43124400
MLG,28,66,7187400.0,43124400
MLD,22,66,7187400.0,43124400
MLD,23,66,7187400.0,43124400
MLD,24,66,7187400.0,43124400
MLD,25,66,7187400.0,43124400
MLD,26,66,7187400.0,43124400
MLD,27,66,7187400.0,43124400
MLD,28,66,7187400.0,43124400
MLE,22,66,7187400.0,43124400
MLE,23,66,7187400.0,43124400
MLE,24,66,7187400.0,43124400
MLE,25,66,7187400.0,43124400
MLE,26,66,7187400.0,43124400
MLE,27,66,7187400.0,43124400
MLE,28,66,7187400.0,43124400
MAT,22,66,7187400.0,43124400
MAT,23,66,7187400.0,43124400
MAT,24,66,7187400.0,43124400
MAT,25,66,7187400.0,43124400
MAT,26,66,7187400.0,43124400
MAT,27,66,7187400.0,43124400
MAT,28,66,7187400.0,43124400
GO,29,77,7114800.0,42688800
GO,30,77,7114800.0,42688800
GO,31,77,7114800.0,42688800
GO,32,77,7114800.0,42688800
ZC,29,77,7114800.0,42688800
ZC,30,77,7114800.0,42688800
ZC,31,77,7114800.0,42688800
ZC,32,77,7114800.0,42688800
LD,29,77,7114800.0,42688800
LD,30,77,7114800.0,42688800
LD,31,77,7114800.0,42688800
LD,32,77,7114800.0,42688800
LE,29,77,7114800.0,42688800
LE,30,77,7114800.0,42688800
LE,31,77,7114800.0,42688800
LE,32,77,7114800.0,42688800
VOL,33,80,7040000.0,42240000
VOL,34,80,7040000.0,42240000
MLG,33,80,7040000.0,42240000
MLG,34,80,7040000.0,42240000
MLD,33,80,7040000.0,42240000
MLD,34,80,7040000.0,42240000
MLE,33,80,7040000.0,42240000
MLE,34,80,7040000.0,42240000
MAT,33,80,7040000.0,42240000
MAT,34,80,7040000.0,42240000
VOL,29,73,7034280.0,42205680
VOL,30,73,7034280.0,42205680
VOL,31,73,7034280.0,42205680
VOL,32,73,7034280.0,42205680
MLG,29,73,7034280.0,42205680
MLG,30,73,7034280.0,42205680
MLG,31,73,7034280.0,42205680
MLG,32,73,7034280.0,42205680
MLD,29,73,7034280.0,42205680
MLD,30,73,7034280.0,42205680
MLD,31,73,7034280.0,42205680
MLD,32,73,7034280.0,42205680
MLE,29,73,7034280.0,42205680
MLE,30,73,7034280.0,42205680
MLE,31,73,7034280.0,42205680
MLE,32,73,7034280.0,42205680
MAT,29,73,7034280.0,42205680
MAT,30,73,7034280.0,42205680
MAT,31,73,7034280.0,42205680
MAT,32,73,7034280.0,42205680
VOL,22,65,6971250.0,41827500
VOL,23,65,6971250.0,41827500
VOL,24,65,6971250.0,41827500
VOL,25,65,6971250.0,41827500
VOL,26,65,6971250.0,41827500
VOL,27,65,6971250.0,41827500
VOL,28,65,6971250.0,41827500
MLG,22,65,6971250.0,41827500
MLG,23,65,6971250.0,41827500
MLG,24,65,6971250.0,41827500
MLG,25,65,6971250.0,41827500
MLG,26,65,6971250.0,41827500
MLG,27,65,6971250.0,41827500
MLG,28,65,6971250.0,41827500
MLD,22,65,6971250.0,41827500
MLD,23,65,6971250.0,41827500
MLD,24,65,6971250.0,41827500
MLD,25,65,6971250.0,41827500
MLD,26,65,6971250.0,41827500
MLD,27,65,6971250.0,41827500
MLD,28,65,6971250.0,41827500
MLE,22,65,6971250.0,41827500
MLE,23,65,6971250.0,41827500
MLE,24,65,6971250.0,41827500
MLE,25,65,6971250.0,41827500
MLE,26,65,6971250.0,41827500
MLE,27,65,6971250.0,41827500
MLE,28,65,6971250.0,41827500
MAT,22,65,6971250.0,41827500
MAT,23,65,6971250.0,41827500
MAT,24,65,6971250.0,41827500
MAT,25,65,6971250.0,41827500
MAT,26,65,6971250.0,41827500
MAT,27,65,6971250.0,41827500
MAT,28,65,6971250.0,41827500
GO,29,76,6931200.0,41587200
GO,30,76,6931200.0,41587200
GO,31,76,6931200.0,41587200
GO,32,76,6931200.0,41587200
ZC,29,76,6931200.0,41587200
ZC,30,76,6931200.0,41587200
ZC,31,76,6931200.0,41587200
ZC,32,76,6931200.0,41587200
LD,29,76,6931200.0,41587200
LD,30,76,6931200.0,41587200
LD,31,76,6931200.0,41587200
LD,32,76,6931200.0,41587200
LE,29,76,6931200.0,41587200
LE,30,76,6931200.0,41587200
LE,31,76,6931200.0,41587200
LE,32,76,6931200.0,41587200
VOL,33,79,6865100.0,41190600
VOL,34,79,6865100.0,41190600
MLG,33,79,6865100.0,41190600
MLG,34,79,6865100.0,41190600
MLD,33,79,6865100.0,41190600
MLD,34,79,6865100.0,41190600
MLE,33,79,6865100.0,41190600
MLE,34,79,6865100.0,41190600
MAT,33,79,6865100.0,41190600
MAT,34,79,6865100.0,41190600
VOL,29,72,6842880.0,41057280
VOL,30,72,6842880.0,41057280
VOL,31,72,6842880.0,41057280
VOL,32,72,6842880.0,41057280
MLG,29,72,6842880.0,41057280
MLG,30,72,6842880.0,41057280
MLG,31,72,6842880.0,41057280
MLG,32,72,6842880.0,41057280
MLD,29,72,6842880.0,41057280
MLD,30,72,6842880.0,41057280
MLD,31,72,6842880.0,41057280
MLD,32,72,6842880.0,41057280
MLE,29,72,6842880.0,41057280
MLE,30,72,6842880.0,41057280
MLE,31,72,6842880.0,41057280
MLE,32,72,6842880.0,41057280
CA,42,72,6842880.0,41057280
MAT,30,72,6842880.0,41057280
MAT,31,72,6842880.0,41057280
MAT,32,72,6842880.0,41057280
VOL,22,64,6758400.0,40550400
VOL,23,64,6758400.0,40550400
VOL,24,64,6758400.0,40550400
VOL,25,64,6758400.0,40550400
VOL,26,64,6758400.0,40550400
VOL,27,64,6758400.0,40550400
VOL,28,64,6758400.0,40550400
MLG,22,64,6758400.0,40550400
MLG,23,64,6758400.0,40550400
MLG,24,64,6758400.0,40550400
MLG,25,64,6758400.0,40550400
MLG,26,64,6758400.0,40550400
MLG,27,64,6758400.0,40550400
MLG,28,64,6758400.0,40550400
MLD,22,64,6758400.0,40550400
MLD,23,64,6758400.0,40550400
MLD,24,64,6758400.0,40550400
MLD,25,64,6758400.0,40550400
MLD,26,64,6758400.0,40550400
MLD,27,64,6758400.0,40550400
MLD,28,64,6758400.0,40550400
MLE,22,64,6758400.0,40550400
MLE,23,64,6758400.0,40550400
MLE,24,64,6758400.0,40550400
MLE,25,64,6758400.0,40550400
MLE,26,64,6758400.0,40550400
MLE,27,64,6758400.0,40550400
MLE,28,64,6758400.0,40550400
MAT,22,64,6758400.0,40550400
MAT,23,64,6758400.0,40550400
MAT,24,64,6758400.0,40550400
MAT,25,64,6758400.0,40550400
MAT,26,64,6758400.0,40550400
MAT,27,64,6758400.0,40550400
MAT,28,64,6758400.0,40550400
GO,29,75,6750000.0,40500000
GO,30,75,6750000.0,40500000
GO,31,75,6750000.0,40500000
GO,32,75,6750000.0,40500000
ZC,29,75,6750000.0,40500000
ZC,30,75,6750000.0,40500000
ZC,31,75,6750000.0,40500000
ZC,32,75,6750000.0,40500000
LD,29,75,6750000.0,40500000
LD,30,75,6750000.0,40500000
LD,31,75,6750000.0,40500000
LD,32,75,6750000.0,40500000
LE,29,75,6750000.0,40500000
LE,30,75,6750000.0,40500000
LE,31,75,6750000.0,40500000
LE,32,75,6750000.0,40500000
VOL,33,78,6692400.0,40154400
VOL,34,78,6692400.0,40154400
MLG,33,78,6692400.0,40154400
MLG,34,78,6692400.0,40154400
MLD,33,78,6692400.0,40154400
MLD,34,78,6692400.0,40154400
MLE,33,78,6692400.0,40154400
MLE,34,78,6692400.0,40154400
MAT,33,78,6692400.0,40154400
MAT,34,78,6692400.0,40154400
VOL,29,71,6654120.0,39924720
VOL,30,71,6654120.0,39924720
VOL,31,71,6654120.0,39924720
VOL,32,71,6654120.0,39924720
MLG,29,71,6654120.0,39924720
MLG,30,71,6654120.0,39924720
MLG,31,71,6654120.0,39924720
MLG,32,71,6654120.0,39924720
MLD,29,71,6654120.0,39924720
MLD,30,71,6654120.0,39924720
MLD,31,71,6654120.0,39924720
MLD,32,71,6654120.0,39924720
MLE,29,71,6654120.0,39924720
MLE,30,71,6654120.0,39924720
MLE,31,71,6654120.0,39924720
MLE,32,71,6654120.0,39924720
MAT,29,71,6654120.0,39924720
MAT,30,71,6654120.0,39924720
MAT,31,71,6654120.0,39924720
MAT,32,71,6654120.0,39924720
VOL,22,63,6548850.0,39293100
VOL,23,63,6548850.0,39293100
VOL,24,63,6548850.0,39293100
VOL,25,63,6548850.0,39293100
VOL,26,63,6548850.0,39293100
VOL,27,63,6548850.0,39293100
VOL,28,63,6548850.0,39293100
MLG,22,63,6548850.0,39293100
MLG,23,63,6548850.0,39293100
MLG,24,63,6548850.0,39293100
MLG,25,63,6548850.0,39293100
MLG,26,63,6548850.0,39293100
MLG,27,63,6548850.0,39293100
MLG,28,63,6548850.0,39293100
MLD,22,63,6548850.0,39293100
MLD,23,63,6548850.0,39293100
MLD,24,63,6548850.0,39293100
MLD,25,63,6548850.0,39293100
MLD,26,63,6548850.0,39293100
MLD,27,63,6548850.0,39293100
MLD,28,63,6548850.0,39293100
MLE,22,63,6548850.0,39293100
MLE,23,63,6548850.0,39293100
MLE,24,63,6548850.0,39293100
MLE,25,63,6548850.0,39293100
MLE,26,63,6548850.0,39293100
MLE,27,63,6548850.0,39293100
MLE,28,63,6548850.0,39293100
MAT,22,63,6548850.0,39293100
MAT,23,63,6548850.0,39293100
MAT,24,63,6548850.0,39293100
MAT,25,63,6548850.0,39293100
MAT,26,63,6548850.0,39293100
MAT,27,63,6548850.0,39293100
MAT,28,63,6548850.0,39293100
VOL,33,77,6521900.0,39131400
VOL,34,77,6521900.0,39131400
